30,0,Seadra,37,101,101,66,88,88,51,81,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('30','117','0','37');"
31,0,Victreebel,32,104,104,83,58,80,61,61,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('31','71','0','32');"
31,1,Kingler,32,88,88,99,90,48,48,64,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('31','99','1','32');"
31,2,Flareon,32,95,95,99,54,77,86,58,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('31','136','2','32');"
32,0,Victreebel,35,113,113,91,63,87,66,66,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('32','71','0','35');"
32,1,Kingler,35,96,96,108,98,52,52,70,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('32','99','1','35');"
32,2,Flareon,35,103,103,108,59,84,94,63,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('32','136','2','35');"
33,0,Victreebel,39,125,125,100,69,97,73,73,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('33','71','0','39');"
33,1,Kingler,39,105,105,120,108,58,58,77,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('33','99','1','39');"
33,2,Flareon,39,113,113,120,65,93,104,69,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('33','136','2','39');"
34,0,Eevee,26,73,73,42,40,37,48,42,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('34','133','0','26');"
34,1,Vaporeon,22,97,97,41,39,61,54,41,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('34','134','1','22');"
34,2,Jolteon,22,68,68,41,39,61,54,70,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('34','135','2','22');"
34,3,Flareon,22,68,68,70,39,54,61,41,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('34','136','3','22');"
35,0,Goldeen,22,59,59,42,39,28,34,40,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('35','118','0','22');"
35,1,Seaking,24,81,81,57,44,44,52,46,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('35','119','1','24');"
36,0,Parasect,33,94,94,79,69,56,69,36,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('36','47','0','33');"
36,1,Golduck,35,113,113,75,72,84,73,77,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('36','55','1','35');"
37,0,Staryu,24,57,57,35,40,47,40,54,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('37','120','0','24');"
37,1,Starmie,26,76,76,53,58,66,58,74,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('37','121','1','26');"
38,0,Pikachu,36,84,84,57,46,53,53,82,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('38','25','0','36');"
38,1,Blastoise,32,104,104,69,80,70,83,66,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('38','9','1','32');"
39,0,Shellder,26,60,60,48,66,37,27,35,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('39','90','0','26');"
39,1,Cloyster,28,76,76,68,115,62,40,54,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('39','91','1','28');"
40,0,Marill,27,84,84,25,41,25,41,36,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('40','183','0','27');"
40,1,Wartortle,24,70,70,43,52,44,52,41,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('40','8','1','24');"
40,2,Wartortle,24,70,70,43,52,44,52,41,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('40','8','2','24');"
41,0,Rhyhorn,38,122,122,83,90,41,41,37,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('41','111','0','38');"
41,1,Charmeleon,35,98,98,62,58,73,63,73,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('41','5','1','35');"
41,2,Wartortle,35,98,98,61,73,63,73,58,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('41','8','2','35');"
42,0,Skiploom,25,71,71,36,39,36,46,54,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('42','188','0','25');"
42,1,Ninetales,25,80,80,52,51,54,64,64,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('42','38','1','25');"
43,0,Dratini,34,84,84,60,47,51,51,51,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('43','147','0','34');"
43,1,Dragonair,36,102,102,78,64,68,68,68,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('43','148','1','36');"
44,0,Bulbasaur,32,82,82,47,47,58,58,45,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('44','1','0','32');"
44,1,Ivysaur,32,91,91,56,56,67,67,54,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('44','2','1','32');"
44,2,Venusaur,32,104,104,69,69,80,80,67,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('44','3','2','32');"
45,0,Dragonair,37,105,105,80,66,70,70,70,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('45','148','0','37');"
46,0,Charmander,26,65,65,41,36,45,40,48,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('46','4','0','26');"
46,1,Bulbasaur,26,68,68,39,39,48,48,37,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('46','1','1','26');"
46,2,Squirtle,26,68,68,39,48,40,47,36,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('46','7','2','26');"
47,0,Dratini,34,84,84,60,47,51,51,51,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('47','147','0','34');"
47,1,Dratini,34,84,84,60,47,51,51,51,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('47','147','1','34');"
47,2,Dratini,34,84,84,60,47,51,51,51,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('47','147','2','34');"
48,0,Ivysaur,38,107,107,65,66,79,79,64,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('48','2','0','38');"
48,1,Starmie,38,107,107,75,83,94,83,106,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('48','121','1','38');"
49,0,Starmie,31,89,89,62,68,78,68,87,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('49','121','0','31');"
49,1,Starmie,31,89,89,62,68,78,68,87,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('49','121','1','31');"
49,2,Nidoqueen,33,114,114,77,74,66,72,67,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('49','31','2','33');"
50,0,Starmie,34,97,97,68,75,85,75,95,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('50','121','0','34');"
50,1,Starmie,34,97,97,68,75,85,75,95,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('50','121','1','34');"
50,2,Nidoqueen,36,123,123,84,80,71,79,72,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('50','31','2','36');"
51,0,Starmie,37,104,104,73,81,92,81,103,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('51','121','0','37');"
51,1,Starmie,37,104,104,73,81,92,81,103,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('51','121','1','37');"
51,2,Nidoqueen,39,133,133,90,86,77,85,78,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('51','31','2','39');"
52,0,Pidgeot,25,85,85,54,51,49,49,64,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('52','17','0','25');"
52,1,Electabuzz,27,81,81,59,45,66,60,71,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('52','125','1','27');"
53,0,Flareon,35,103,103,108,59,84,94,63,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('53','136','0','35');"
53,1,Tangela,35,103,103,56,98,87,45,59,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('53','114','1','35');"
53,2,Tauros,35,110,110,87,84,45,66,94,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('53','128','2','35');"
54,0,Manectric,43,128,128,84,72,110,72,110,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('54','310','0','43');"
54,1,Muk,43,158,158,110,84,76,106,63,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('54','89','1','43');"
55,0,Gloom,35,99,99,63,66,77,70,45,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('55','44','0','35');"
55,1,Azumarill,35,127,127,52,73,59,73,52,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('55','184','1','35');"
56,0,Zangoose,27,86,86,76,47,47,47,63,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('56','335','0','27');"
57,0,Wingull,18,48,48,22,22,31,22,42,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('57','278','0','18');"
57,1,Numel,18,56,56,33,25,34,27,24,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('57','322','1','18');"
57,2,Roselia,18,52,52,33,27,47,40,34,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('57','315','2','18');"
58,0,Wingull,26,66,66,29,29,42,29,58,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('58','278','0','26');"
58,1,Numel,26,76,76,45,35,48,37,32,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('58','322','1','26');"
58,2,Roselia,26,71,71,45,37,66,55,48,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('58','315','2','26');"
59,0,Pelipper,29,84,84,44,73,64,56,53,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('59','279','0','29');"
59,1,Numel,29,84,84,50,38,53,41,35,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('59','322','1','29');"
59,2,Roselia,29,78,78,50,41,73,61,53,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('59','315','2','29');"
60,0,Pelipper,32,91,91,48,80,70,61,58,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('60','279','0','32');"
60,1,Numel,32,91,91,54,42,58,45,38,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('60','322','1','32');"
60,2,Roselia,32,85,85,54,45,80,67,58,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('60','315','2','32');"
61,0,Pelipper,35,99,99,52,87,77,66,63,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('61','279','0','35');"
61,1,Camerupt,35,106,106,87,66,91,70,45,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('61','323','1','35');"
61,2,Roselia,35,92,92,59,49,87,73,63,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('61','315','2','35');"
62,0,Mawile,43,111,111,93,93,67,67,63,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('62','303','0','43');"
62,1,Sableye,43,111,111,84,84,76,76,63,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('62','302','1','43');"
63,0,Swellow,29,84,84,64,50,44,44,87,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('63','277','0','29');"
63,1,Trapinch,29,75,75,73,41,41,41,21,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('63','328','1','29');"
63,2,Wailmer,29,124,124,56,35,56,35,50,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('63','320','2','29');"
63,3,Magneton,29,78,78,50,70,85,56,56,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('63','82','3','29');"
63,4,Shiftry,29,101,101,73,50,67,50,61,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('63','275','4','29');"
64,0,Cacturne,44,131,131,122,73,122,73,69,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('64','332','0','44');"
65,0,Lairon,45,125,125,102,147,66,66,57,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('65','305','0','45');"
65,1,Manectric,45,134,134,88,75,115,75,115,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('65','310','1','45');"
66,0,Linoone,27,88,88,52,47,41,47,68,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('66','264','0','27');"
67,0,Roselia,44,113,113,73,60,108,91,78,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('67','315','0','44');"
68,0,Milotic,31,111,111,53,65,78,93,66,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('68','350','0','31');"
69,0,Zangoose,27,86,86,76,47,47,47,63,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('69','335','0','27');"
70,0,Sandslash,43,132,132,106,115,59,67,76,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('70','28','0','43');"
70,1,Ninetales,43,131,131,85,84,90,106,106,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('70','38','1','43');"
71,0,Mawile,46,118,118,99,99,72,72,67,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('71','303','0','46');"
71,1,Starmie,46,127,127,90,99,113,99,127,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('71','121','1','46');"
72,0,Linoone,27,88,88,52,47,41,47,68,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('72','264','0','27');"
73,0,Delcatty,27,84,84,49,49,44,44,52,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('73','301','0','27');"
74,0,Nosepass,42,92,92,57,133,57,95,45,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('74','299','0','42');"
74,1,Medicham,42,117,117,70,83,70,83,87,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('74','308','1','42');"
74,2,Ludicolo,42,134,134,78,78,95,104,78,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('74','272','2','42');"
75,0,Kecleon,42,117,117,95,78,70,120,53,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('75','352','0','42');"
75,1,Rhyhorn,42,134,134,91,99,45,45,41,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('75','111','1','42');"
75,2,Tentacruel,42,134,134,78,74,87,120,104,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('75','73','2','42');"
76,0,Linoone,27,88,88,52,47,41,47,68,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('76','264','0','27');"
77,0,Delcatty,27,84,84,49,49,44,44,52,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('77','301','0','27');"
78,0,Shiftry,34,117,117,85,58,78,58,71,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('78','275','0','34');"
78,1,Graveler,34,93,93,81,95,47,47,41,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('78','75','1','34');"
78,2,Loudred,34,113,113,65,46,65,46,49,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('78','294','2','34');"
79,0,Dodrio,42,117,117,112,78,70,70,104,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('79','85','0','42');"
79,1,Lairon,42,117,117,95,137,62,62,53,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('79','305','1','42');"
79,2,Kadabra,42,100,100,49,45,120,78,108,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('79','64','2','42');"
80,0,Claydol,44,122,122,82,113,82,126,86,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('80','344','0','44');"
81,0,Sableye,44,113,113,86,86,78,78,64,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('81','302','0','44');"
81,1,Medicham,44,122,122,73,86,73,86,91,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('81','308','1','44');"
81,2,Sharpedo,44,131,131,126,56,104,56,104,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('81','319','2','44');"
82,0,Swellow,42,117,117,91,70,62,62,125,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('82','277','0','42');"
82,1,Kadabra,42,100,100,49,45,120,78,108,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('82','64','1','42');"
82,2,Manectric,42,125,125,83,70,108,70,108,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('82','310','2','42');"
82,3,Shiftry,42,142,142,104,70,95,70,87,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('82','275','3','42');"
83,0,Graveler,34,93,93,81,95,47,47,41,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('83','75','0','34');"
83,1,Magcargo,34,90,90,51,98,71,71,37,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('83','219','1','34');"
83,2,Ludicolo,34,110,110,64,64,78,85,64,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('83','272','2','34');"
84,0,Mawile,31,83,83,68,68,50,50,47,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('84','303','0','31');"
84,1,Roselia,31,83,83,53,44,78,65,56,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('84','315','1','31');"
84,2,Pelipper,31,89,89,47,78,68,59,56,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('84','279','2','31');"
85,0,Electrike,18,48,48,27,25,34,25,34,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('85','309','0','18');"
85,1,Wailmer,18,81,81,36,24,36,24,33,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('85','320','1','18');"
85,2,Makuhita,18,60,60,33,22,18,22,20,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('85','296','2','18');"
86,0,Electrike,26,66,66,37,35,48,35,48,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('86','309','0','26');"
86,1,Wailmer,26,112,112,50,32,50,32,45,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('86','320','1','26');"
86,2,Makuhita,26,82,82,45,29,24,29,27,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('86','296','2','26');"
87,0,Manectric,29,90,90,58,50,76,50,76,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('87','310','0','29');"
87,1,Wailmer,29,124,124,56,35,56,35,50,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('87','320','1','29');"
87,2,Makuhita,29,91,91,50,32,27,32,29,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('87','296','2','29');"
88,0,Manectric,32,98,98,64,54,83,54,83,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('88','310','0','32');"
88,1,Wailmer,32,136,136,61,38,61,38,54,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('88','320','1','32');"
88,2,Makuhita,32,99,99,54,35,29,35,32,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('88','296','2','32');"
89,0,Manectric,35,106,106,70,59,91,59,91,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('89','310','0','35');"
89,1,Wailmer,35,148,148,66,42,66,42,59,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('89','320','1','35');"
89,2,Hariyama,35,158,158,101,59,45,59,52,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('89','297','2','35');"
90,0,Kecleon,24,71,71,56,47,42,71,32,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('90','352','0','24');"
91,0,Magneton,43,111,111,72,102,123,80,80,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('91','82','0','43');"
91,1,Muk,43,158,158,110,84,76,106,63,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('91','89','1','43');"
92,0,Gloom,34,97,97,61,64,75,68,44,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('92','44','0','34');"
92,1,Azumarill,34,124,124,51,71,58,71,51,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('92','184','1','34');"
93,0,Wigglytuff,26,118,118,50,37,58,40,37,"insert into trainer_teams (trainer_id,pokemon_id,place,level) values('93','40','0','26');"
