id,name,generation_id,type_id,power,pp,accuracy,priority,target,damage_class,description,effect_chance,contest_type_id,contest_effect_id,super_contest_effect_id,,
34,body-slam,1,1,85,15,100,0,10,2,7,30,5,4,5,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('34','body-slam','1','85','100','15','0','10','2','7');"
35,wrap,1,1,15,20,90,0,10,2,43,100,5,24,21,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('35','wrap','1','15','90','20','0','10','2','43');"
36,take-down,1,1,90,20,85,0,10,2,49,,5,3,5,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('36','take-down','1','90','85','20','0','10','2','49');"
37,thrash,1,1,120,10,100,0,8,2,28,,5,6,7,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('37','thrash','1','120','100','10','0','8','2','28');"
38,double-edge,1,1,120,15,100,0,10,2,199,,5,3,9,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('38','double-edge','1','120','100','15','0','10','2','199');"
39,tail-whip,1,1,,30,100,0,11,1,20,,3,28,19,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('39','tail-whip','1','','100','30','0','11','1','20');"
40,poison-sting,1,4,15,35,100,0,10,2,3,30,4,9,19,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('40','poison-sting','4','15','100','35','0','10','2','3');"
41,twineedle,1,7,25,20,100,0,10,2,78,20,1,9,7,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('41','twineedle','7','25','100','20','0','10','2','78');"
42,pin-missile,1,7,25,20,95,0,10,2,30,,1,10,7,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('42','pin-missile','7','25','95','20','0','10','2','30');"
43,leer,1,1,,30,100,0,11,1,20,100,1,24,19,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('43','leer','1','','100','30','0','11','1','20');"
44,bite,1,17,60,25,100,0,10,2,32,30,5,5,5,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('44','bite','17','60','100','25','0','10','2','32');"
45,growl,1,1,,40,100,0,11,1,19,,3,28,19,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('45','growl','1','','100','40','0','11','1','19');"
46,roar,1,1,,20,,-6,10,1,29,,1,21,19,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('46','roar','1','','','20','-6','10','1','29');"
47,sing,1,1,,15,55,0,10,1,2,,3,18,19,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('47','sing','1','','55','15','0','10','1','2');"
48,supersonic,1,1,,20,55,0,10,1,50,,4,21,19,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('48','supersonic','1','','55','20','0','10','1','50');"
49,sonic-boom,1,1,,20,90,0,10,3,131,,1,12,5,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('49','sonic-boom','1','','90','20','0','10','3','131');"
50,disable,1,1,,20,100,0,10,1,87,,4,18,19,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('50','disable','1','','100','20','0','10','1','87');"
51,acid,1,4,40,30,100,0,11,3,73,10,4,4,5,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('51','acid','4','40','100','30','0','11','3','73');"
52,ember,1,10,40,25,100,0,10,3,5,10,2,1,5,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('52','ember','10','40','100','25','0','10','3','5');"
53,flamethrower,1,10,90,15,100,0,10,3,5,10,2,1,17,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('53','flamethrower','10','90','100','15','0','10','3','5');"
54,mist,1,15,,30,,0,4,1,47,,2,15,13,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('54','mist','15','','','30','0','4','1','47');"
55,water-gun,1,11,40,25,100,0,10,3,1,,3,1,5,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('55','water-gun','11','40','100','25','0','10','3','1');"
56,hydro-pump,1,11,110,5,80,0,10,3,1,,2,1,17,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('56','hydro-pump','11','110','80','5','0','10','3','1');"
57,surf,1,11,90,15,100,0,9,3,258,,2,2,17,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('57','surf','11','90','100','15','0','9','3','258');"
58,ice-beam,1,15,90,10,100,0,10,3,6,10,2,23,17,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('58','ice-beam','15','90','100','10','0','10','3','6');"
59,blizzard,1,15,110,5,70,0,11,3,261,10,2,1,17,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('59','blizzard','15','110','70','5','0','11','3','261');"
60,psybeam,1,14,65,20,100,0,10,3,77,10,2,21,17,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('60','psybeam','14','65','100','20','0','10','3','77');"
61,bubble-beam,1,11,65,20,100,0,10,3,71,10,2,5,2,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('61','bubble-beam','11','65','100','20','0','10','3','71');"
62,aurora-beam,1,15,65,20,100,0,10,3,69,10,2,23,17,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('62','aurora-beam','15','65','100','20','0','10','3','69');"
63,hyper-beam,1,1,150,5,90,0,10,3,81,,1,6,22,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('63','hyper-beam','1','150','90','5','0','10','3','81');"
64,peck,1,3,35,35,100,0,10,2,1,,1,1,5,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('64','peck','3','35','100','35','0','10','2','1');"
65,drill-peck,1,3,80,20,100,0,10,2,1,,1,1,5,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('65','drill-peck','3','80','100','20','0','10','2','1');"
66,submission,1,2,80,20,80,0,10,2,49,,1,3,5,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('66','submission','2','80','80','20','0','10','2','49');"
67,low-kick,1,2,,20,100,0,10,2,197,,5,4,5,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('67','low-kick','2','','100','20','0','10','2','197');"
68,counter,1,2,,20,100,-5,1,2,90,,5,16,15,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('68','counter','2','','100','20','-5','1','2','90');"
69,seismic-toss,1,2,,20,100,0,10,2,88,,5,23,5,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('69','seismic-toss','2','','100','20','0','10','2','88');"
70,strength,1,1,80,15,100,0,10,2,1,,5,23,5,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('70','strength','1','80','100','15','0','10','2','1');"
71,absorb,1,12,20,25,100,0,10,3,4,,4,9,20,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('71','absorb','12','20','100','25','0','10','3','4');"
72,mega-drain,1,12,40,15,100,0,10,3,4,,4,4,20,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('72','mega-drain','12','40','100','15','0','10','3','4');"
73,leech-seed,1,12,,10,90,0,10,1,85,,4,8,21,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('73','leech-seed','12','','90','10','0','10','1','85');"
74,growth,1,1,,20,,0,7,1,317,,2,32,11,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('74','growth','1','','','20','0','7','1','317');"
75,razor-leaf,1,12,55,25,95,0,11,2,44,,1,2,5,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('75','razor-leaf','12','55','95','25','0','11','2','44');"
76,solar-beam,1,12,120,10,100,0,10,3,152,,1,1,6,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('76','solar-beam','12','120','100','10','0','10','3','152');"
77,poison-powder,1,4,,35,75,0,10,1,67,,4,33,19,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('77','poison-powder','4','','75','35','0','10','1','67');"
78,stun-spore,1,12,,30,75,0,10,1,68,,4,14,19,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('78','stun-spore','12','','75','30','0','10','1','68');"
79,sleep-powder,1,12,,15,75,0,10,1,2,,4,5,19,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('79','sleep-powder','12','','75','15','0','10','1','2');"
80,petal-dance,1,12,120,10,100,0,8,3,28,,2,6,21,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('80','petal-dance','12','120','100','10','0','8','3','28');"
81,string-shot,1,7,,40,95,0,11,1,61,,4,9,19,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('81','string-shot','7','','95','40','0','11','1','61');"
82,dragon-rage,1,16,,10,100,0,10,3,42,,1,26,5,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('82','dragon-rage','16','','100','10','0','10','3','42');"
83,fire-spin,1,10,35,15,85,0,10,3,43,100,2,24,21,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('83','fire-spin','10','35','85','15','0','10','3','43');"
84,thunder-shock,1,13,40,30,100,0,10,3,7,10,1,1,5,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('84','thunder-shock','13','40','100','30','0','10','3','7');"
85,thunderbolt,1,13,90,15,100,0,10,3,7,10,1,1,17,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('85','thunderbolt','13','90','100','15','0','10','3','7');"
86,thunder-wave,1,13,,20,90,0,10,1,68,,1,14,19,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('86','thunder-wave','13','','90','20','0','10','1','68');"
87,thunder,1,13,110,10,70,0,10,3,153,30,1,8,17,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('87','thunder','13','110','70','10','0','10','3','153');"
88,rock-throw,1,6,50,15,90,0,10,2,1,,5,12,5,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('88','rock-throw','6','50','90','15','0','10','2','1');"
89,earthquake,1,5,100,10,100,0,9,2,148,,5,5,18,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('89','earthquake','5','100','100','10','0','9','2','148');"
90,fissure,1,5,,5,30,0,10,2,39,,5,14,9,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('90','fissure','5','','30','5','0','10','2','39');"
91,dig,1,5,80,10,100,0,10,2,257,,4,15,6,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('91','dig','5','80','100','10','0','10','2','257');"
92,toxic,1,4,,10,90,0,10,1,34,,4,33,19,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('92','toxic','4','','90','10','0','10','1','34');"
93,confusion,1,14,50,25,100,0,10,3,77,10,4,9,5,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('93','confusion','14','50','100','25','0','10','3','77');"
94,psychic,1,14,90,10,100,0,10,3,73,10,4,5,17,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('94','psychic','14','90','100','10','0','10','3','73');"
95,hypnosis,1,14,,20,60,0,10,1,2,,4,5,19,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('95','hypnosis','14','','60','20','0','10','1','2');"
96,meditate,1,14,,40,,0,7,1,11,,2,32,11,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('96','meditate','14','','','40','0','7','1','11');"
97,agility,1,14,,30,,0,7,1,53,,1,30,1,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('97','agility','14','','','30','0','7','1','53');"
98,quick-attack,1,1,40,30,100,1,10,2,104,,1,30,1,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('98','quick-attack','1','40','100','30','1','10','2','104');"
99,rage,1,1,20,20,100,0,10,2,82,,1,17,11,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('99','rage','1','20','100','20','0','10','2','82');"
100,teleport,1,14,,20,,-6,7,1,154,,1,15,1,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('100','teleport','14','','','20','-6','7','1','154');"
101,night-shade,1,8,,15,100,0,10,3,88,,4,23,5,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('101','night-shade','8','','100','15','0','10','3','88');"
102,mimic,1,1,,10,,0,10,1,83,,3,19,12,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('102','mimic','1','','','10','0','10','1','83');"
103,screech,1,1,,40,85,0,10,1,60,,4,5,10,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('103','screech','1','','85','40','0','10','1','60');"
104,double-team,1,1,,15,,0,7,1,17,,1,16,1,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('104','double-team','1','','','15','0','7','1','17');"
105,recover,1,1,,10,,0,7,1,33,,4,23,8,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('105','recover','1','','','10','0','7','1','33');"
106,harden,1,1,,30,,0,7,1,12,,5,16,13,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('106','harden','1','','','30','0','7','1','12');"
107,minimize,1,1,,10,,0,7,1,109,,3,16,13,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('107','minimize','1','','','10','0','7','1','109');"
108,smokescreen,1,1,,20,100,0,10,1,24,,4,22,10,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('108','smokescreen','1','','100','20','0','10','1','24');"
109,confuse-ray,1,8,,10,100,0,10,1,50,,4,21,10,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('109','confuse-ray','8','','100','10','0','10','1','50');"
110,withdraw,1,11,,40,,0,7,1,12,,3,15,13,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('110','withdraw','11','','','40','0','7','1','12');"
111,defense-curl,1,1,,40,,0,7,1,157,,3,16,13,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('111','defense-curl','1','','','40','0','7','1','157');"
112,barrier,1,14,,20,,0,7,1,52,,1,15,13,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('112','barrier','14','','','20','0','7','1','52');"
113,light-screen,1,14,,30,,0,4,1,36,,2,15,13,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('113','light-screen','14','','','30','0','4','1','36');"
114,haze,1,15,,30,,0,12,1,26,,2,33,13,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('114','haze','15','','','30','0','12','1','26');"
115,reflect,1,14,,20,,0,4,1,66,,4,15,13,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('115','reflect','14','','','20','0','4','1','66');"
116,focus-energy,1,1,,30,,0,7,1,48,,1,5,11,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('116','focus-energy','1','','','30','0','7','1','48');"
117,bide,1,1,,10,,1,7,2,27,,5,15,15,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('117','bide','1','','','10','1','7','2','27');"
118,metronome,1,1,,10,,0,7,1,84,,3,17,14,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('118','metronome','1','','','10','0','7','1','84');"
119,mirror-move,1,3,,20,,0,10,1,10,,4,19,15,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('119','mirror-move','3','','','20','0','10','1','10');"
120,self-destruct,1,1,200,5,100,0,9,2,8,,2,7,9,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('120','self-destruct','1','200','100','5','0','9','2','8');"
121,egg-bomb,1,1,100,10,75,0,10,2,1,,5,1,5,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('121','egg-bomb','1','100','75','10','0','10','2','1');"
122,lick,1,8,30,30,100,0,10,2,7,30,5,4,16,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('122','lick','8','30','100','30','0','10','2','7');"
123,smog,1,4,30,20,70,0,10,3,3,40,5,5,5,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('123','smog','4','30','70','20','0','10','3','3');"
124,sludge,1,4,65,20,100,0,10,3,3,30,5,4,18,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('124','sludge','4','65','100','20','0','10','3','3');"
125,bone-club,1,5,65,20,85,0,10,2,32,10,5,10,5,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('125','bone-club','5','65','85','20','0','10','2','32');"
126,fire-blast,1,10,110,5,85,0,10,3,5,10,2,1,17,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('126','fire-blast','10','110','85','5','0','10','3','5');"
127,waterfall,1,11,80,15,100,0,10,2,32,20,5,28,5,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('127','waterfall','11','80','100','15','0','10','2','32');"
128,clamp,1,11,35,15,85,0,10,2,43,100,5,24,5,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('128','clamp','11','35','85','15','0','10','2','43');"
129,swift,1,1,60,20,,0,11,3,18,,1,27,17,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('129','swift','1','60','','20','0','11','3','18');"
130,skull-bash,1,1,130,10,100,0,10,2,146,100,5,4,6,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('130','skull-bash','1','130','100','10','0','10','2','146');"
131,spike-cannon,1,1,20,15,100,0,10,2,30,,1,10,7,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('131','spike-cannon','1','20','100','15','0','10','2','30');"
132,constrict,1,1,10,35,100,0,10,2,71,10,5,9,21,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('132','constrict','1','10','100','35','0','10','2','71');"
133,amnesia,1,14,,20,,0,7,1,55,,3,32,11,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('133','amnesia','14','','','20','0','7','1','55');"
134,kinesis,1,14,,15,80,0,10,1,24,,4,24,11,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('134','kinesis','14','','80','15','0','10','1','24');"
135,soft-boiled,1,1,,10,,0,7,1,33,,2,1,8,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('135','soft-boiled','1','','','10','0','7','1','33');"
136,high-jump-kick,1,2,130,10,90,0,10,2,46,,1,3,5,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('136','high-jump-kick','2','130','90','10','0','10','2','46');"
137,glare,1,1,,30,100,0,10,1,68,,5,5,19,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('137','glare','1','','100','30','0','10','1','68');"
138,dream-eater,1,14,100,15,100,0,10,3,9,,4,8,20,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('138','dream-eater','14','100','100','15','0','10','3','9');"
139,poison-gas,1,4,,40,90,0,11,1,67,,4,33,5,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('139','poison-gas','4','','90','40','0','11','1','67');"
140,barrage,1,1,15,20,85,0,10,2,30,,5,12,7,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('140','barrage','1','15','85','20','0','10','2','30');"
141,leech-life,1,7,80,10,100,0,10,2,4,,4,9,20,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('141','leech-life','7','80','100','10','0','10','2','4');"
142,lovely-kiss,1,1,,10,75,0,10,1,2,,2,5,19,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('142','lovely-kiss','1','','75','10','0','10','1','2');"
143,sky-attack,1,3,140,5,90,0,10,2,76,30,1,2,6,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('143','sky-attack','3','140','90','5','0','10','2','76');"
144,transform,1,1,,10,,0,10,1,58,,4,17,23,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('144','transform','1','','','10','0','10','1','58');"
