pokemon_id,name,species_id,egg_group_id,,
10085,pikachu-cosplay,25,5,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('10085','5');"
10094,pikachu-original-cap,25,5,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('10094','5');"
10095,pikachu-hoenn-cap,25,5,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('10095','5');"
10096,pikachu-sinnoh-cap,25,5,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('10096','5');"
10097,pikachu-unova-cap,25,5,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('10097','5');"
10098,pikachu-kalos-cap,25,5,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('10098','5');"
10099,pikachu-alola-cap,25,5,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('10099','5');"
10148,pikachu-partner-cap,25,5,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('10148','5');"
10158,pikachu-starter,25,5,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('10158','5');"
10160,pikachu-world-cap,25,5,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('10160','5');"
25,pikachu,25,6,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('25','6');"
10080,pikachu-rock-star,25,6,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('10080','6');"
10081,pikachu-belle,25,6,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('10081','6');"
10082,pikachu-pop-star,25,6,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('10082','6');"
10083,pikachu-phd,25,6,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('10083','6');"
10084,pikachu-libre,25,6,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('10084','6');"
10085,pikachu-cosplay,25,6,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('10085','6');"
10094,pikachu-original-cap,25,6,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('10094','6');"
10095,pikachu-hoenn-cap,25,6,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('10095','6');"
10096,pikachu-sinnoh-cap,25,6,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('10096','6');"
10097,pikachu-unova-cap,25,6,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('10097','6');"
10098,pikachu-kalos-cap,25,6,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('10098','6');"
10099,pikachu-alola-cap,25,6,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('10099','6');"
10148,pikachu-partner-cap,25,6,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('10148','6');"
10158,pikachu-starter,25,6,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('10158','6');"
10160,pikachu-world-cap,25,6,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('10160','6');"
26,raichu,26,5,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('26','5');"
10100,raichu-alola,26,5,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('10100','5');"
26,raichu,26,6,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('26','6');"
10100,raichu-alola,26,6,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('10100','6');"
27,sandshrew,27,5,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('27','5');"
10101,sandshrew-alola,27,5,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('10101','5');"
28,sandslash,28,5,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('28','5');"
10102,sandslash-alola,28,5,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('10102','5');"
29,nidoran-f,29,1,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('29','1');"
29,nidoran-f,29,5,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('29','5');"
30,nidorina,30,15,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('30','15');"
31,nidoqueen,31,15,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('31','15');"
32,nidoran-m,32,1,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('32','1');"
32,nidoran-m,32,5,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('32','5');"
33,nidorino,33,1,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('33','1');"
33,nidorino,33,5,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('33','5');"
34,nidoking,34,1,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('34','1');"
34,nidoking,34,5,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('34','5');"
35,clefairy,35,6,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('35','6');"
36,clefable,36,6,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('36','6');"
37,vulpix,37,5,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('37','5');"
10103,vulpix-alola,37,5,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('10103','5');"
38,ninetales,38,5,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('38','5');"
10104,ninetales-alola,38,5,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('10104','5');"
39,jigglypuff,39,6,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('39','6');"
40,wigglytuff,40,6,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('40','6');"
41,zubat,41,4,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('41','4');"
42,golbat,42,4,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('42','4');"
43,oddish,43,7,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('43','7');"
44,gloom,44,7,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('44','7');"
45,vileplume,45,7,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('45','7');"
46,paras,46,3,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('46','3');"
46,paras,46,7,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('46','7');"
47,parasect,47,3,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('47','3');"
47,parasect,47,7,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('47','7');"
48,venonat,48,3,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('48','3');"
49,venomoth,49,3,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('49','3');"
50,diglett,50,5,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('50','5');"
10105,diglett-alola,50,5,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('10105','5');"
51,dugtrio,51,5,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('51','5');"
10106,dugtrio-alola,51,5,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('10106','5');"
52,meowth,52,5,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('52','5');"
10107,meowth-alola,52,5,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('10107','5');"
10161,meowth-galar,52,5,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('10161','5');"
53,persian,53,5,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('53','5');"
10108,persian-alola,53,5,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('10108','5');"
54,psyduck,54,2,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('54','2');"
54,psyduck,54,5,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('54','5');"
55,golduck,55,2,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('55','2');"
55,golduck,55,5,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('55','5');"
56,mankey,56,5,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('56','5');"
57,primeape,57,5,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('57','5');"
58,growlithe,58,5,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('58','5');"
59,arcanine,59,5,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('59','5');"
60,poliwag,60,2,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('60','2');"
61,poliwhirl,61,2,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('61','2');"
62,poliwrath,62,2,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('62','2');"
63,abra,63,8,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('63','8');"
64,kadabra,64,8,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('64','8');"
65,alakazam,65,8,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('65','8');"
10037,alakazam-mega,65,8,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('10037','8');"
66,machop,66,8,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('66','8');"
67,machoke,67,8,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('67','8');"
68,machamp,68,8,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('68','8');"
69,bellsprout,69,7,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('69','7');"
70,weepinbell,70,7,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('70','7');"
71,victreebel,71,7,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('71','7');"
72,tentacool,72,9,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('72','9');"
73,tentacruel,73,9,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('73','9');"
74,geodude,74,10,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('74','10');"
10109,geodude-alola,74,10,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('10109','10');"
75,graveler,75,10,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('75','10');"
10110,graveler-alola,75,10,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('10110','10');"
76,golem,76,10,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('76','10');"
10111,golem-alola,76,10,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('10111','10');"
77,ponyta,77,5,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('77','5');"
10162,ponyta-galar,77,5,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('10162','5');"
78,rapidash,78,5,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('78','5');"
10163,rapidash-galar,78,5,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('10163','5');"
79,slowpoke,79,1,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('79','1');"
10164,slowpoke-galar,79,1,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('10164','1');"
79,slowpoke,79,2,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('79','2');"
10164,slowpoke-galar,79,2,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('10164','2');"
80,slowbro,80,1,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('80','1');"
10071,slowbro-mega,80,1,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('10071','1');"
10165,slowbro-galar,80,1,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('10165','1');"
80,slowbro,80,2,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('80','2');"
10071,slowbro-mega,80,2,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('10071','2');"
10165,slowbro-galar,80,2,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('10165','2');"
81,magnemite,81,10,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('81','10');"
82,magneton,82,10,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('82','10');"
83,farfetchd,83,4,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('83','4');"
10166,farfetchd-galar,83,4,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('10166','4');"
83,farfetchd,83,5,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('83','5');"
10166,farfetchd-galar,83,5,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('10166','5');"
84,doduo,84,4,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('84','4');"
85,dodrio,85,4,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('85','4');"
86,seel,86,2,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('86','2');"
86,seel,86,5,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('86','5');"
87,dewgong,87,2,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('87','2');"
87,dewgong,87,5,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('87','5');"
88,grimer,88,11,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('88','11');"
10112,grimer-alola,88,11,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('10112','11');"
89,muk,89,11,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('89','11');"
10113,muk-alola,89,11,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('10113','11');"
90,shellder,90,9,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('90','9');"
91,cloyster,91,9,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('91','9');"
92,gastly,92,11,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('92','11');"
93,haunter,93,11,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('93','11');"
94,gengar,94,11,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('94','11');"
10038,gengar-mega,94,11,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('10038','11');"
95,onix,95,10,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('95','10');"
96,drowzee,96,8,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('96','8');"
97,hypno,97,8,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('97','8');"
98,krabby,98,9,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('98','9');"
99,kingler,99,9,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('99','9');"
100,voltorb,100,10,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('100','10');"
101,electrode,101,10,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('101','10');"
102,exeggcute,102,7,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('102','7');"
103,exeggutor,103,7,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('103','7');"
10114,exeggutor-alola,103,7,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('10114','7');"
104,cubone,104,1,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('104','1');"
105,marowak,105,1,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('105','1');"
10115,marowak-alola,105,1,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('10115','1');"
10149,marowak-totem,105,1,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('10149','1');"
106,hitmonlee,106,8,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('106','8');"
107,hitmonchan,107,8,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('107','8');"
108,lickitung,108,1,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('108','1');"
109,koffing,109,11,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('109','11');"
110,weezing,110,11,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('110','11');"
10167,weezing-galar,110,11,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('10167','11');"
111,rhyhorn,111,1,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('111','1');"
111,rhyhorn,111,5,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('111','5');"
112,rhydon,112,1,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('112','1');"
112,rhydon,112,5,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('112','5');"
113,chansey,113,6,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('113','6');"
114,tangela,114,7,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('114','7');"
115,kangaskhan,115,1,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('115','1');"
10039,kangaskhan-mega,115,1,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('10039','1');"
116,horsea,116,2,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('116','2');"
116,horsea,116,14,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('116','14');"
117,seadra,117,2,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('117','2');"
117,seadra,117,14,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('117','14');"
118,goldeen,118,12,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('118','12');"
119,seaking,119,12,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('119','12');"
120,staryu,120,9,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('120','9');"
121,starmie,121,9,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('121','9');"
122,mr-mime,122,8,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('122','8');"
10168,mr-mime-galar,122,8,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('10168','8');"
123,scyther,123,3,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('123','3');"
124,jynx,124,8,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('124','8');"
125,electabuzz,125,8,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('125','8');"
126,magmar,126,8,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('126','8');"
127,pinsir,127,3,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('127','3');"
10040,pinsir-mega,127,3,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('10040','3');"
128,tauros,128,5,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('128','5');"
129,magikarp,129,12,,"INSERT INTO pokemon_egg_groups (pokemon_id,egg_group_id) VALUES ('129','12');"
