pokemon_id,type_id,slot,,
28,5,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('28','5');"
29,4,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('29','4');"
30,4,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('30','4');"
31,4,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('31','4');"
31,5,2,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('31','5');"
32,4,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('32','4');"
33,4,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('33','4');"
34,4,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('34','4');"
34,5,2,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('34','5');"
35,18,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('35','18');"
36,18,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('36','18');"
37,10,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('37','10');"
38,10,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('38','10');"
39,1,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('39','1');"
39,18,2,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('39','18');"
40,1,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('40','1');"
40,18,2,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('40','18');"
41,4,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('41','4');"
41,3,2,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('41','3');"
42,4,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('42','4');"
42,3,2,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('42','3');"
43,12,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('43','12');"
43,4,2,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('43','4');"
44,12,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('44','12');"
44,4,2,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('44','4');"
45,12,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('45','12');"
45,4,2,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('45','4');"
46,7,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('46','7');"
46,12,2,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('46','12');"
47,7,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('47','7');"
47,12,2,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('47','12');"
48,7,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('48','7');"
48,4,2,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('48','4');"
49,7,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('49','7');"
49,4,2,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('49','4');"
50,5,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('50','5');"
51,5,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('51','5');"
52,1,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('52','1');"
53,1,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('53','1');"
54,11,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('54','11');"
55,11,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('55','11');"
56,2,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('56','2');"
57,2,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('57','2');"
58,10,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('58','10');"
59,10,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('59','10');"
60,11,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('60','11');"
61,11,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('61','11');"
62,11,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('62','11');"
62,2,2,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('62','2');"
63,14,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('63','14');"
64,14,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('64','14');"
65,14,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('65','14');"
66,2,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('66','2');"
67,2,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('67','2');"
68,2,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('68','2');"
69,12,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('69','12');"
69,4,2,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('69','4');"
70,12,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('70','12');"
70,4,2,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('70','4');"
71,12,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('71','12');"
71,4,2,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('71','4');"
72,11,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('72','11');"
72,4,2,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('72','4');"
73,11,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('73','11');"
73,4,2,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('73','4');"
74,6,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('74','6');"
74,5,2,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('74','5');"
75,6,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('75','6');"
75,5,2,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('75','5');"
76,6,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('76','6');"
76,5,2,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('76','5');"
77,10,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('77','10');"
78,10,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('78','10');"
79,11,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('79','11');"
79,14,2,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('79','14');"
80,11,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('80','11');"
80,14,2,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('80','14');"
81,13,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('81','13');"
81,9,2,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('81','9');"
82,13,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('82','13');"
82,9,2,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('82','9');"
83,1,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('83','1');"
83,3,2,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('83','3');"
84,1,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('84','1');"
84,3,2,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('84','3');"
85,1,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('85','1');"
85,3,2,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('85','3');"
86,11,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('86','11');"
87,11,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('87','11');"
87,15,2,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('87','15');"
88,4,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('88','4');"
89,4,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('89','4');"
90,11,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('90','11');"
91,11,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('91','11');"
91,15,2,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('91','15');"
92,8,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('92','8');"
92,4,2,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('92','4');"
93,8,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('93','8');"
93,4,2,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('93','4');"
94,8,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('94','8');"
94,4,2,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('94','4');"
95,6,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('95','6');"
95,5,2,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('95','5');"
96,14,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('96','14');"
97,14,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('97','14');"
98,11,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('98','11');"
99,11,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('99','11');"
100,13,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('100','13');"
101,13,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('101','13');"
102,12,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('102','12');"
102,14,2,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('102','14');"
103,12,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('103','12');"
103,14,2,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('103','14');"
104,5,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('104','5');"
105,5,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('105','5');"
106,2,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('106','2');"
107,2,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('107','2');"
108,1,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('108','1');"
109,4,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('109','4');"
110,4,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('110','4');"
111,5,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('111','5');"
111,6,2,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('111','6');"
112,5,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('112','5');"
112,6,2,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('112','6');"
113,1,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('113','1');"
114,12,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('114','12');"
115,1,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('115','1');"
116,11,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('116','11');"
117,11,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('117','11');"
118,11,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('118','11');"
119,11,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('119','11');"
120,11,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('120','11');"
121,11,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('121','11');"
121,14,2,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('121','14');"
122,14,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('122','14');"
122,18,2,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('122','18');"
123,7,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('123','7');"
123,3,2,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('123','3');"
124,15,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('124','15');"
124,14,2,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('124','14');"
125,13,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('125','13');"
126,10,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('126','10');"
127,7,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('127','7');"
128,1,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('128','1');"
129,11,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('129','11');"
130,11,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('130','11');"
130,3,2,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('130','3');"
131,11,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('131','11');"
131,15,2,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('131','15');"
132,1,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('132','1');"
133,1,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('133','1');"
134,11,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('134','11');"
135,13,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('135','13');"
136,10,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('136','10');"
137,1,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('137','1');"
138,6,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('138','6');"
138,11,2,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('138','11');"
139,6,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('139','6');"
139,11,2,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('139','11');"
140,6,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('140','6');"
140,11,2,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('140','11');"
141,6,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('141','6');"
141,11,2,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('141','11');"
142,6,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('142','6');"
142,3,2,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('142','3');"
143,1,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('143','1');"
144,15,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('144','15');"
144,3,2,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('144','3');"
145,13,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('145','13');"
145,3,2,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('145','3');"
146,10,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('146','10');"
146,3,2,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('146','3');"
147,16,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('147','16');"
148,16,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('148','16');"
149,16,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('149','16');"
149,3,2,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('149','3');"
150,14,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('150','14');"
151,14,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('151','14');"
152,12,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('152','12');"
153,12,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('153','12');"
154,12,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('154','12');"
155,10,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('155','10');"
156,10,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('156','10');"
157,10,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('157','10');"
158,11,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('158','11');"
159,11,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('159','11');"
160,11,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('160','11');"
161,1,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('161','1');"
162,1,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('162','1');"
163,1,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('163','1');"
163,3,2,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('163','3');"
164,1,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('164','1');"
164,3,2,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('164','3');"
165,7,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('165','7');"
165,3,2,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('165','3');"
166,7,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('166','7');"
166,3,2,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('166','3');"
167,7,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('167','7');"
167,4,2,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('167','4');"
168,7,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('168','7');"
168,4,2,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('168','4');"
169,4,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('169','4');"
169,3,2,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('169','3');"
170,11,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('170','11');"
170,13,2,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('170','13');"
171,11,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('171','11');"
171,13,2,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('171','13');"
172,13,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('172','13');"
173,18,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('173','18');"
174,1,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('174','1');"
174,18,2,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('174','18');"
175,18,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('175','18');"
176,18,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('176','18');"
176,3,2,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('176','3');"
177,14,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('177','14');"
177,3,2,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('177','3');"
178,14,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('178','14');"
178,3,2,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('178','3');"
179,13,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('179','13');"
180,13,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('180','13');"
181,13,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('181','13');"
182,12,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('182','12');"
183,11,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('183','11');"
183,18,2,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('183','18');"
184,11,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('184','11');"
184,18,2,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('184','18');"
185,6,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('185','6');"
186,11,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('186','11');"
187,12,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('187','12');"
187,3,2,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('187','3');"
188,12,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('188','12');"
188,3,2,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('188','3');"
189,12,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('189','12');"
189,3,2,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('189','3');"
190,1,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('190','1');"
191,12,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('191','12');"
192,12,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('192','12');"
193,7,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('193','7');"
193,3,2,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('193','3');"
194,11,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('194','11');"
194,5,2,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('194','5');"
195,11,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('195','11');"
195,5,2,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('195','5');"
196,14,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('196','14');"
197,17,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('197','17');"
198,17,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('198','17');"
198,3,2,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('198','3');"
199,11,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('199','11');"
199,14,2,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('199','14');"
200,8,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('200','8');"
201,14,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('201','14');"
202,14,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('202','14');"
203,1,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('203','1');"
203,14,2,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('203','14');"
204,7,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('204','7');"
205,7,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('205','7');"
205,9,2,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('205','9');"
206,1,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('206','1');"
207,5,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('207','5');"
207,3,2,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('207','3');"
208,9,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('208','9');"
208,5,2,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('208','5');"
209,18,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('209','18');"
210,18,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('210','18');"
211,11,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('211','11');"
211,4,2,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('211','4');"
212,7,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('212','7');"
212,9,2,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('212','9');"
213,7,1,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('213','7');"
213,6,2,,"INSERT INTO pokemon_types (pokemon_id,type_id) VALUES ('213','6');"
