pokemon_id,move_id,learn_method,pokemon_move_method_id,level,"""order"""
3,72,machine,4,0,
3,73,level-up,1,1,3
3,73,level-up,1,7,
3,74,level-up,1,43,
3,75,level-up,1,30,
3,76,level-up,1,65,
3,76,machine,4,0,
3,77,level-up,1,22,
3,79,level-up,1,55,
3,92,machine,4,0,
3,99,machine,4,0,
3,102,machine,4,0,
3,104,machine,4,0,
3,115,machine,4,0,
3,117,machine,4,0,
3,156,machine,4,0,
3,164,machine,4,0,
3,22,level-up,1,10,
3,29,machine,4,0,
3,45,level-up,1,4,
3,46,machine,4,0,
3,74,level-up,1,41,
3,75,level-up,1,22,
3,77,level-up,1,15,
3,79,level-up,1,15,5
3,111,machine,4,0,
3,148,machine,4,0,
3,173,machine,4,0,
3,174,machine,4,0,
3,182,machine,4,0,
3,189,machine,4,0,
3,202,machine,4,0,
3,203,machine,4,0,
3,207,machine,4,0,
3,210,machine,4,0,
3,213,machine,4,0,
3,214,machine,4,0,
3,216,machine,4,0,
3,218,machine,4,0,
3,230,level-up,1,29,
3,230,machine,4,0,
3,235,level-up,1,53,
3,237,machine,4,0,
3,241,machine,4,0,
3,70,machine,4,0,
3,89,machine,4,0,
3,188,machine,4,0,
3,249,machine,4,0,
3,263,machine,4,0,
3,290,machine,4,0,
3,331,machine,4,0,
3,14,tutor,3,0,
3,34,tutor,3,0,
3,38,tutor,3,0,
3,102,tutor,3,0,
3,111,tutor,3,0,
3,164,tutor,3,0,
3,173,tutor,3,0,
3,189,tutor,3,0,
3,203,tutor,3,0,
3,207,tutor,3,0,
3,210,tutor,3,0,
3,214,tutor,3,0,
3,338,tutor,3,0,
3,22,level-up,1,9,
3,36,level-up,1,15,
3,38,level-up,1,31,
3,45,level-up,1,3,
3,74,level-up,1,28,
3,75,level-up,1,20,
3,76,level-up,1,53,
3,77,level-up,1,13,1
3,79,level-up,1,13,2
3,80,level-up,1,32,
3,230,level-up,1,23,
3,235,level-up,1,45,
3,363,machine,4,0,
3,388,level-up,1,39,
3,412,machine,4,0,
3,416,machine,4,0,
3,431,machine,4,0,
3,445,machine,4,0,
3,447,machine,4,0,
3,200,tutor,3,0,
3,235,tutor,3,0,
3,282,tutor,3,0,
3,402,tutor,3,0,
3,29,tutor,3,0,
3,81,tutor,3,0,
3,335,tutor,3,0,
3,388,tutor,3,0,
3,113,machine,4,0,
3,219,machine,4,0,
3,474,machine,4,0,
3,496,machine,4,0,
3,497,machine,4,0,
3,520,tutor,3,0,
3,523,machine,4,0,
3,20,tutor,3,0,
3,202,tutor,3,0,
3,267,machine,4,0,
3,572,level-up,1,50,
3,590,machine,4,0,
3,22,level-up,1,1,5
3,33,level-up,1,1,2
3,45,level-up,1,1,3
3,73,level-up,1,1,4
3,80,level-up,1,0,
3,80,level-up,1,1,1
3,526,machine,4,0,
3,707,tutor,3,0,
3,22,level-up,1,1,6
3,22,level-up,1,5,
3,33,level-up,1,1,4
3,36,level-up,1,22,
3,38,level-up,1,58,
3,45,level-up,1,1,5
3,73,level-up,1,1,7
3,73,level-up,1,9,
3,74,level-up,1,44,
3,75,level-up,1,31,
3,76,level-up,1,71,
3,77,level-up,1,14,1
3,79,level-up,1,14,2
3,133,level-up,1,1,2
3,200,machine,4,0,
3,438,level-up,1,1,3
3,33,level-up,1,1,3
3,36,level-up,1,25,
3,38,level-up,1,51,
3,45,level-up,1,1,4
3,74,level-up,1,1,6
3,75,level-up,1,12,
3,76,level-up,1,58,
3,77,level-up,1,15,1
3,79,level-up,1,15,2
3,80,level-up,1,1,2
3,133,machine,4,0,
3,204,machine,4,0,
3,206,machine,4,0,
3,230,level-up,1,30,
3,235,level-up,1,37,
3,270,machine,4,0,
3,311,machine,4,0,
3,345,machine,4,0,
3,388,level-up,1,44,
3,402,level-up,1,20,
3,402,machine,4,0,
3,414,machine,4,0,
3,437,machine,4,0,
3,438,machine,4,0,
3,572,level-up,1,0,
3,572,level-up,1,1,1
3,580,machine,4,0,
3,707,machine,4,0,
3,803,tutor,3,0,
3,805,tutor,3,0,
4,5,machine,4,0,
4,10,level-up,1,1,1
4,14,machine,4,0,
4,15,machine,4,0,
4,25,machine,4,0,
4,34,machine,4,0,
4,36,machine,4,0,
4,38,machine,4,0,
4,43,level-up,1,15,
4,45,level-up,1,1,2
4,52,level-up,1,9,
4,53,level-up,1,38,
4,66,machine,4,0,
4,68,machine,4,0,
4,69,machine,4,0,
4,70,machine,4,0,
4,82,machine,4,0,
4,83,level-up,1,46,
4,91,machine,4,0,
4,92,machine,4,0,
4,99,level-up,1,22,
4,99,machine,4,0,
4,102,machine,4,0,
4,104,machine,4,0,
4,115,machine,4,0,
4,117,machine,4,0,
4,126,machine,4,0,
4,129,machine,4,0,
4,130,machine,4,0,
4,156,machine,4,0,
4,163,level-up,1,30,
4,164,machine,4,0,
4,7,machine,4,0,
4,29,machine,4,0,
4,44,egg,2,0,
4,52,level-up,1,7,
4,53,level-up,1,31,
4,82,level-up,1,43,
4,83,level-up,1,49,
4,99,level-up,1,19,
4,108,level-up,1,13,
4,111,machine,4,0,
4,157,egg,2,0,
4,163,level-up,1,37,
4,173,machine,4,0,
4,174,machine,4,0,
4,182,machine,4,0,
4,184,level-up,1,25,
4,187,egg,2,0,
4,189,machine,4,0,
4,200,egg,2,0,
4,203,machine,4,0,
4,207,machine,4,0,
4,210,machine,4,0,
4,213,machine,4,0,
4,214,machine,4,0,
4,216,machine,4,0,
4,218,machine,4,0,
4,223,machine,4,0,
4,225,machine,4,0,
4,231,machine,4,0,
4,237,machine,4,0,
4,241,machine,4,0,
4,246,egg,2,0,
4,249,machine,4,0,
4,251,egg,2,0,
4,53,tutor,3,0,
4,14,egg,2,0,
4,53,machine,4,0,
4,263,machine,4,0,
4,264,machine,4,0,
4,280,machine,4,0,
4,290,machine,4,0,
4,315,machine,4,0,
4,332,machine,4,0,
4,337,machine,4,0,
4,349,egg,2,0,
4,5,tutor,3,0,
4,7,tutor,3,0,
4,14,tutor,3,0,
4,25,tutor,3,0,
4,34,tutor,3,0,
4,38,tutor,3,0,
4,68,tutor,3,0,
4,69,tutor,3,0,
4,102,tutor,3,0,
4,111,tutor,3,0,
4,129,tutor,3,0,
4,157,tutor,3,0,
4,164,tutor,3,0,
4,173,tutor,3,0,
4,189,tutor,3,0,
4,203,tutor,3,0,
4,207,tutor,3,0,
4,210,tutor,3,0,
4,214,tutor,3,0,
4,223,tutor,3,0,
4,108,level-up,1,19,
4,232,level-up,1,13,
4,53,level-up,1,34,
4,82,level-up,1,16,
4,83,level-up,1,37,
4,108,level-up,1,10,
4,157,machine,4,0,
4,163,level-up,1,28,
4,184,level-up,1,19,
4,232,egg,2,0,
4,242,egg,2,0,
4,261,machine,4,0,
4,317,machine,4,0,
4,363,machine,4,0,
4,374,machine,4,0,
4,394,egg,2,0,
4,407,egg,2,0,
4,421,machine,4,0,
4,424,level-up,1,25,
4,445,machine,4,0,
4,9,tutor,3,0,
4,257,tutor,3,0,
4,29,tutor,3,0,
4,68,egg,2,0,
4,53,level-up,1,37,
4,83,level-up,1,43,
4,163,level-up,1,34,
4,264,egg,2,0,
4,406,egg,2,0,
4,468,machine,4,0,
4,481,level-up,1,28,
4,488,machine,4,0,
4,496,machine,4,0,
4,497,machine,4,0,
4,510,machine,4,0,
4,517,level-up,1,46,
4,519,tutor,3,0,
4,200,tutor,3,0,
4,231,tutor,3,0,
4,314,egg,2,0,
4,590,machine,4,0,
4,612,machine,4,0,
4,264,tutor,3,0,
4,406,tutor,3,0,
4,526,machine,4,0,
4,9,machine,4,0,
4,10,level-up,1,1,
4,45,level-up,1,4,
4,52,level-up,1,13,
4,53,level-up,1,36,
4,82,level-up,1,22,
4,83,level-up,1,27,
4,108,level-up,1,9,
4,154,level-up,1,18,
4,163,level-up,1,31,
4,200,machine,4,0,
4,406,machine,4,0,
4,17,egg,2,0,
4,52,level-up,1,4,
4,53,level-up,1,24,
4,83,level-up,1,32,
4,83,machine,4,0,
4,108,level-up,1,8,
4,163,level-up,1,20,
4,184,level-up,1,28,
4,184,machine,4,0,
4,206,machine,4,0,
4,225,level-up,1,12,
4,242,machine,4,0,
4,251,machine,4,0,
4,257,machine,4,0,
4,270,machine,4,0,
4,311,machine,4,0,
4,349,machine,4,0,
4,394,level-up,1,40,
4,394,machine,4,0,
4,424,level-up,1,17,
4,424,machine,4,0,
4,512,machine,4,0,
4,517,level-up,1,36,
4,525,egg,2,0,
5,5,machine,4,0,
5,10,level-up,1,1,1
5,14,machine,4,0,
5,15,machine,4,0,
5,25,machine,4,0,
5,34,machine,4,0,
5,36,machine,4,0,
5,38,machine,4,0,
5,43,level-up,1,15,
5,45,level-up,1,1,2
5,52,level-up,1,1,3
5,52,level-up,1,9,
5,53,level-up,1,42,
5,66,machine,4,0,
5,68,machine,4,0,
5,69,machine,4,0,
5,70,machine,4,0,
5,82,machine,4,0,
5,83,level-up,1,56,
5,91,machine,4,0,
5,92,machine,4,0,
5,99,level-up,1,24,
5,99,machine,4,0,
5,102,machine,4,0,
5,104,machine,4,0,
5,115,machine,4,0,
5,117,machine,4,0,
5,126,machine,4,0,
5,129,machine,4,0,
5,130,machine,4,0,
5,156,machine,4,0,
5,163,level-up,1,33,
5,164,machine,4,0,
5,7,machine,4,0,
5,29,machine,4,0,
5,52,level-up,1,7,
5,53,level-up,1,34,
5,82,level-up,1,48,
5,83,level-up,1,55,
5,99,level-up,1,20,
5,108,level-up,1,13,
5,111,machine,4,0,
5,163,level-up,1,41,
5,173,machine,4,0,
5,174,machine,4,0,
5,182,machine,4,0,
5,184,level-up,1,27,
5,189,machine,4,0,
5,203,machine,4,0,
5,207,machine,4,0,
5,210,machine,4,0,
5,213,machine,4,0,
5,214,machine,4,0,
5,216,machine,4,0,
5,218,machine,4,0,
5,223,machine,4,0,
5,225,machine,4,0,
5,231,machine,4,0,
5,237,machine,4,0,
5,241,machine,4,0,
5,249,machine,4,0,
5,53,tutor,3,0,
5,53,machine,4,0,
5,263,machine,4,0,
5,264,machine,4,0,
5,280,machine,4,0,
5,290,machine,4,0,
5,315,machine,4,0,
5,332,machine,4,0,
5,337,machine,4,0,
5,5,tutor,3,0,
5,7,tutor,3,0,
5,14,tutor,3,0,
5,25,tutor,3,0,
5,34,tutor,3,0,
5,38,tutor,3,0,
5,68,tutor,3,0,
5,69,tutor,3,0,
5,102,tutor,3,0,
5,111,tutor,3,0,
5,129,tutor,3,0,
5,157,tutor,3,0,
5,164,tutor,3,0,
5,173,tutor,3,0,
5,189,tutor,3,0,
5,203,tutor,3,0,
5,207,tutor,3,0,
5,210,tutor,3,0,
5,214,tutor,3,0,
5,223,tutor,3,0,
5,108,level-up,1,20,
5,232,level-up,1,13,
5,53,level-up,1,39,
5,82,level-up,1,17,
5,83,level-up,1,43,
5,108,level-up,1,10,
5,157,machine,4,0,
5,163,level-up,1,32,
5,184,level-up,1,21,
5,261,machine,4,0,
5,317,machine,4,0,
5,363,machine,4,0,
5,374,machine,4,0,
5,421,machine,4,0,
5,424,level-up,1,28,
5,445,machine,4,0,
5,9,tutor,3,0,
5,257,tutor,3,0,
5,29,tutor,3,0,
5,53,level-up,1,43,
5,83,level-up,1,50,
5,163,level-up,1,39,
5,468,machine,4,0,
5,481,level-up,1,32,
5,488,machine,4,0,
5,496,machine,4,0,
5,497,machine,4,0,
5,510,machine,4,0,
5,517,level-up,1,54,
5,519,tutor,3,0,
5,200,tutor,3,0,
5,231,tutor,3,0,
5,590,machine,4,0,
5,612,machine,4,0,
5,264,tutor,3,0,
5,406,tutor,3,0,
5,526,machine,4,0,
5,9,machine,4,0,
5,45,level-up,1,4,
5,52,level-up,1,1,4
5,52,level-up,1,13,
5,53,level-up,1,46,
5,82,level-up,1,26,
5,83,level-up,1,33,
5,108,level-up,1,1,3
5,108,level-up,1,9,
5,154,level-up,1,20,
5,200,machine,4,0,
5,406,machine,4,0,
5,53,level-up,1,30,
5,83,level-up,1,42,
5,83,machine,4,0,
5,108,level-up,1,1,4
5,163,level-up,1,24,
5,184,level-up,1,37,
5,184,machine,4,0,
5,206,machine,4,0,
5,225,level-up,1,12,
5,242,machine,4,0,
5,251,machine,4,0,
5,257,machine,4,0,
5,270,machine,4,0,
5,311,machine,4,0,
5,349,machine,4,0,
5,394,level-up,1,54,
5,394,machine,4,0,
5,424,level-up,1,19,
5,424,machine,4,0,
5,512,machine,4,0,
5,517,level-up,1,48,
6,5,machine,4,0,
6,10,level-up,1,1,1
6,14,machine,4,0,
6,15,machine,4,0,
6,25,machine,4,0,
6,34,machine,4,0,
6,36,machine,4,0,
6,38,machine,4,0,
6,43,level-up,1,1,4
6,43,level-up,1,15,
6,45,level-up,1,1,2
6,52,level-up,1,1,3
6,52,level-up,1,9,
6,53,level-up,1,46,
6,63,machine,4,0,
6,66,machine,4,0,
6,68,machine,4,0,
6,69,machine,4,0,
6,70,machine,4,0,
6,82,machine,4,0,
6,83,level-up,1,55,
6,89,machine,4,0,
6,90,machine,4,0,
6,91,machine,4,0,
6,92,machine,4,0,
6,99,level-up,1,24,
6,99,machine,4,0,
6,102,machine,4,0,
6,104,machine,4,0,
6,115,machine,4,0,
6,117,machine,4,0,
6,126,machine,4,0,
6,129,machine,4,0,
6,130,machine,4,0,
6,156,machine,4,0,
6,163,level-up,1,36,
6,164,machine,4,0,
6,19,machine,4,0,
6,7,machine,4,0,
6,17,level-up,1,36,
6,29,machine,4,0,
6,46,machine,4,0,
6,52,level-up,1,7,
6,53,level-up,1,34,
6,82,level-up,1,54,
6,83,level-up,1,64,
6,99,level-up,1,20,
6,108,level-up,1,1,4
6,108,level-up,1,13,
6,111,machine,4,0,
6,163,level-up,1,44,
6,173,machine,4,0,
6,174,machine,4,0,
6,182,machine,4,0,
6,184,level-up,1,27,
6,189,machine,4,0,
6,201,machine,4,0,
6,203,machine,4,0,
6,207,machine,4,0,
6,210,machine,4,0,
6,211,machine,4,0,
6,213,machine,4,0,
6,214,machine,4,0,
6,216,machine,4,0,
6,218,machine,4,0,
6,223,machine,4,0,
6,225,machine,4,0,
6,231,machine,4,0,
6,237,machine,4,0,
6,241,machine,4,0,
6,249,machine,4,0,
6,53,tutor,3,0,
6,53,machine,4,0,
6,263,machine,4,0,
6,264,machine,4,0,
6,280,machine,4,0,
6,290,machine,4,0,
6,315,machine,4,0,
6,332,machine,4,0,
6,337,machine,4,0,
6,5,tutor,3,0,
6,7,tutor,3,0,
6,14,tutor,3,0,
6,25,tutor,3,0,
6,34,tutor,3,0,
6,38,tutor,3,0,
6,68,tutor,3,0,
6,69,tutor,3,0,
6,102,tutor,3,0,
6,111,tutor,3,0,
6,129,tutor,3,0,
6,157,tutor,3,0,
6,164,tutor,3,0,
6,173,tutor,3,0,
6,189,tutor,3,0,
6,203,tutor,3,0,
6,207,tutor,3,0,
6,210,tutor,3,0,
6,214,tutor,3,0,
6,223,tutor,3,0,
6,10,level-up,1,1,2
6,45,level-up,1,1,3
6,52,level-up,1,1,4
6,108,level-up,1,20,
6,232,level-up,1,1,5
6,232,level-up,1,13,
6,257,level-up,1,1,1
6,307,tutor,3,0,
6,10,level-up,1,1,4
6,45,level-up,1,1,5
6,52,level-up,1,1,6
6,53,level-up,1,42,
6,76,machine,4,0,
6,82,level-up,1,17,
6,83,level-up,1,49,
6,108,level-up,1,1,7
6,108,level-up,1,10,
6,157,machine,4,0,
6,163,level-up,1,32,
6,184,level-up,1,21,
6,257,level-up,1,59,
6,261,machine,4,0,
6,317,machine,4,0,
6,337,level-up,1,1,1
6,355,machine,4,0,
6,363,machine,4,0,
6,374,machine,4,0,
6,394,level-up,1,66,
6,403,level-up,1,1,3
6,406,machine,4,0,
6,411,machine,4,0,
6,416,machine,4,0,
6,421,level-up,1,1,2
6,421,machine,4,0,
6,424,level-up,1,28,
6,432,machine,4,0,
6,445,machine,4,0,
6,9,tutor,3,0,
6,200,tutor,3,0,
6,239,tutor,3,0,
6,257,tutor,3,0,
6,314,tutor,3,0,
6,466,tutor,3,0,
6,29,tutor,3,0,
6,366,tutor,3,0,
6,53,level-up,1,47,
6,83,level-up,1,56,
6,163,level-up,1,41,
6,257,level-up,1,71,
6,394,level-up,1,77,
6,468,machine,4,0,
6,481,level-up,1,32,
6,488,machine,4,0,
6,496,machine,4,0,
6,497,machine,4,0,
6,507,machine,4,0,
6,510,machine,4,0,
6,517,level-up,1,62,
6,519,tutor,3,0,
6,523,machine,4,0,
6,525,machine,4,0,
6,231,tutor,3,0,
6,355,tutor,3,0,
6,406,tutor,3,0,
6,10,level-up,1,1,6
6,45,level-up,1,1,7
6,52,level-up,1,1,8
6,108,level-up,1,1,9
6,257,level-up,1,1,2
6,337,level-up,1,1,3
6,394,level-up,1,1,1
6,403,level-up,1,1,5
6,421,level-up,1,1,4
6,590,machine,4,0,
6,612,machine,4,0,
6,264,tutor,3,0,
6,10,level-up,1,1,7
6,17,level-up,1,0,
6,17,level-up,1,1,1
6,45,level-up,1,1,8
6,52,level-up,1,1,9
6,257,level-up,1,1,3
6,337,level-up,1,1,4
6,394,level-up,1,1,2
6,403,level-up,1,1,6
6,421,level-up,1,1,5
6,526,machine,4,0,
6,693,machine,4,0,
6,432,tutor,3,0,
6,9,machine,4,0,
6,10,level-up,1,1,5
6,45,level-up,1,1,6
6,45,level-up,1,4,
6,52,level-up,1,13,
6,53,level-up,1,54,
6,68,level-up,1,1,2
6,82,level-up,1,26,
6,83,level-up,1,33,
6,108,level-up,1,9,
6,154,level-up,1,20,
6,163,level-up,1,43,
6,200,machine,4,0,
6,242,level-up,1,1,3
6,257,level-up,1,1,4
6,394,level-up,1,75,
6,403,level-up,1,62,
6,53,level-up,1,30,
6,83,level-up,1,46,
6,83,machine,4,0,
6,163,level-up,1,24,
6,184,level-up,1,39,
6,184,machine,4,0,
6,206,machine,4,0,
6,225,level-up,1,12,
6,242,machine,4,0,
6,251,machine,4,0,
6,257,machine,4,0,
6,270,machine,4,0,
6,299,machine,4,0,
6,311,machine,4,0,
6,337,level-up,1,1,2
6,349,machine,4,0,
6,394,level-up,1,62,
6,394,machine,4,0,
6,403,level-up,1,0,
6,403,level-up,1,1,1
6,403,machine,4,0,
6,424,level-up,1,19,
6,424,machine,4,0,
6,512,machine,4,0,
6,517,level-up,1,54,
6,535,machine,4,0,
6,542,machine,4,0,
6,595,machine,4,0,
6,784,machine,4,0,
6,799,tutor,3,0,
6,814,tutor,3,0,
6,815,tutor,3,0,
7,5,machine,4,0,
7,25,machine,4,0,
7,33,level-up,1,1,1
7,34,machine,4,0,
7,36,machine,4,0,
7,38,machine,4,0,
7,39,level-up,1,1,2
7,44,level-up,1,22,
7,55,level-up,1,15,
7,55,machine,4,0,
7,56,level-up,1,42,
7,57,machine,4,0,
7,58,machine,4,0,
7,59,machine,4,0,
7,61,machine,4,0,
7,66,machine,4,0,
7,68,machine,4,0,
7,69,machine,4,0,
7,70,machine,4,0,
7,91,machine,4,0,
7,92,machine,4,0,
7,99,machine,4,0,
7,102,machine,4,0,
7,104,machine,4,0,
7,110,level-up,1,28,
7,115,machine,4,0,
7,117,machine,4,0,
7,130,level-up,1,35,
7,130,machine,4,0,
7,145,level-up,1,8,
7,156,machine,4,0,
7,164,machine,4,0,
7,8,machine,4,0,
7,29,machine,4,0,
7,33,level-up,1,1,
7,39,level-up,1,4,
7,44,level-up,1,18,
7,54,egg,2,0,
7,55,level-up,1,13,
7,56,level-up,1,47,
7,93,egg,2,0,
7,110,level-up,1,10,
7,111,machine,4,0,
7,114,egg,2,0,
7,127,machine,4,0,
7,130,level-up,1,40,
7,145,level-up,1,7,
7,173,machine,4,0,
7,174,machine,4,0,
7,175,egg,2,0,
7,182,level-up,1,28,
7,182,machine,4,0,
7,189,machine,4,0,
7,193,egg,2,0,
7,196,machine,4,0,
7,203,machine,4,0,
7,205,machine,4,0,
7,207,machine,4,0,
7,213,machine,4,0,
7,214,machine,4,0,
7,216,machine,4,0,
7,218,machine,4,0,
7,223,machine,4,0,
7,229,level-up,1,23,
7,231,machine,4,0,
7,237,machine,4,0,
7,240,level-up,1,33,
7,240,machine,4,0,
7,243,egg,2,0,
7,249,machine,4,0,
7,250,machine,4,0,
7,58,tutor,3,0,
7,258,machine,4,0,
7,263,machine,4,0,
