base2-14,Colorless,2,"insert into retreat_cost (card_id,color_id,count) values('base2-14','Colorless','2');"
base2-15,Colorless,2,"insert into retreat_cost (card_id,color_id,count) values('base2-15','Colorless','2');"
base2-16,Colorless,2,"insert into retreat_cost (card_id,color_id,count) values('base2-16','Colorless','2');"
base2-17,Colorless,2,"insert into retreat_cost (card_id,color_id,count) values('base2-17','Colorless','2');"
base2-18,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base2-18','Colorless','1');"
base2-19,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base2-19','Colorless','1');"
base2-20,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base2-20','Colorless','1');"
base2-21,Colorless,3,"insert into retreat_cost (card_id,color_id,count) values('base2-21','Colorless','3');"
base2-22,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base2-22','Colorless','1');"
base2-23,Colorless,3,"insert into retreat_cost (card_id,color_id,count) values('base2-23','Colorless','3');"
base2-25,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base2-25','Colorless','1');"
base2-27,Colorless,4,"insert into retreat_cost (card_id,color_id,count) values('base2-27','Colorless','4');"
base2-28,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base2-28','Colorless','1');"
base2-30,Colorless,2,"insert into retreat_cost (card_id,color_id,count) values('base2-30','Colorless','2');"
base2-31,Colorless,2,"insert into retreat_cost (card_id,color_id,count) values('base2-31','Colorless','2');"
base2-32,Colorless,2,"insert into retreat_cost (card_id,color_id,count) values('base2-32','Colorless','2');"
base2-35,Colorless,3,"insert into retreat_cost (card_id,color_id,count) values('base2-35','Colorless','3');"
base2-37,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base2-37','Colorless','1');"
base2-38,Colorless,3,"insert into retreat_cost (card_id,color_id,count) values('base2-38','Colorless','3');"
base2-39,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base2-39','Colorless','1');"
base2-40,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base2-40','Colorless','1');"
base2-41,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base2-41','Colorless','1');"
base2-43,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base2-43','Colorless','1');"
base2-45,Colorless,3,"insert into retreat_cost (card_id,color_id,count) values('base2-45','Colorless','3');"
base2-46,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base2-46','Colorless','1');"
base2-47,Colorless,2,"insert into retreat_cost (card_id,color_id,count) values('base2-47','Colorless','2');"
base2-48,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base2-48','Colorless','1');"
base2-49,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base2-49','Colorless','1');"
base2-50,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base2-50','Colorless','1');"
base2-51,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base2-51','Colorless','1');"
base2-52,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base2-52','Colorless','1');"
base2-54,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base2-54','Colorless','1');"
base2-56,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base2-56','Colorless','1');"
base2-57,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base2-57','Colorless','1');"
base2-58,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base2-58','Colorless','1');"
base2-59,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base2-59','Colorless','1');"
base2-60,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base2-60','Colorless','1');"
base2-61,Colorless,3,"insert into retreat_cost (card_id,color_id,count) values('base2-61','Colorless','3');"
base2-63,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base2-63','Colorless','1');"
base3-1,Colorless,2,"insert into retreat_cost (card_id,color_id,count) values('base3-1','Colorless','2');"
base3-2,Colorless,2,"insert into retreat_cost (card_id,color_id,count) values('base3-2','Colorless','2');"
base3-3,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base3-3','Colorless','1');"
base3-4,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base3-4','Colorless','1');"
base3-5,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base3-5','Colorless','1');"
base3-7,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base3-7','Colorless','1');"
base3-8,Colorless,2,"insert into retreat_cost (card_id,color_id,count) values('base3-8','Colorless','2');"
base3-9,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base3-9','Colorless','1');"
base3-10,Colorless,2,"insert into retreat_cost (card_id,color_id,count) values('base3-10','Colorless','2');"
base3-11,Colorless,2,"insert into retreat_cost (card_id,color_id,count) values('base3-11','Colorless','2');"
base3-12,Colorless,2,"insert into retreat_cost (card_id,color_id,count) values('base3-12','Colorless','2');"
base3-13,Colorless,2,"insert into retreat_cost (card_id,color_id,count) values('base3-13','Colorless','2');"
base3-14,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base3-14','Colorless','1');"
base3-15,Colorless,2,"insert into retreat_cost (card_id,color_id,count) values('base3-15','Colorless','2');"
base3-16,Colorless,2,"insert into retreat_cost (card_id,color_id,count) values('base3-16','Colorless','2');"
base3-17,Colorless,2,"insert into retreat_cost (card_id,color_id,count) values('base3-17','Colorless','2');"
base3-18,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base3-18','Colorless','1');"
base3-19,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base3-19','Colorless','1');"
base3-20,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base3-20','Colorless','1');"
base3-22,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base3-22','Colorless','1');"
base3-23,Colorless,2,"insert into retreat_cost (card_id,color_id,count) values('base3-23','Colorless','2');"
base3-24,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base3-24','Colorless','1');"
base3-25,Colorless,2,"insert into retreat_cost (card_id,color_id,count) values('base3-25','Colorless','2');"
base3-26,Colorless,2,"insert into retreat_cost (card_id,color_id,count) values('base3-26','Colorless','2');"
base3-27,Colorless,2,"insert into retreat_cost (card_id,color_id,count) values('base3-27','Colorless','2');"
base3-28,Colorless,2,"insert into retreat_cost (card_id,color_id,count) values('base3-28','Colorless','2');"
base3-29,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base3-29','Colorless','1');"
base3-30,Colorless,2,"insert into retreat_cost (card_id,color_id,count) values('base3-30','Colorless','2');"
base3-31,Colorless,2,"insert into retreat_cost (card_id,color_id,count) values('base3-31','Colorless','2');"
base3-32,Colorless,2,"insert into retreat_cost (card_id,color_id,count) values('base3-32','Colorless','2');"
base3-35,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base3-35','Colorless','1');"
base3-36,Colorless,4,"insert into retreat_cost (card_id,color_id,count) values('base3-36','Colorless','4');"
base3-37,Colorless,2,"insert into retreat_cost (card_id,color_id,count) values('base3-37','Colorless','2');"
base3-38,Colorless,3,"insert into retreat_cost (card_id,color_id,count) values('base3-38','Colorless','3');"
base3-39,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base3-39','Colorless','1');"
base3-40,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base3-40','Colorless','1');"
base3-41,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base3-41','Colorless','1');"
base3-42,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base3-42','Colorless','1');"
base3-43,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base3-43','Colorless','1');"
base3-45,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base3-45','Colorless','1');"
base3-46,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base3-46','Colorless','1');"
base3-47,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base3-47','Colorless','1');"
base3-48,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base3-48','Colorless','1');"
base3-50,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base3-50','Colorless','1');"
base3-51,Colorless,2,"insert into retreat_cost (card_id,color_id,count) values('base3-51','Colorless','2');"
base3-52,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base3-52','Colorless','1');"
base3-53,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base3-53','Colorless','1');"
base3-54,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base3-54','Colorless','1');"
base3-55,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base3-55','Colorless','1');"
base4-1,Colorless,3,"insert into retreat_cost (card_id,color_id,count) values('base4-1','Colorless','3');"
base4-2,Colorless,3,"insert into retreat_cost (card_id,color_id,count) values('base4-2','Colorless','3');"
base4-3,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base4-3','Colorless','1');"
base4-4,Colorless,3,"insert into retreat_cost (card_id,color_id,count) values('base4-4','Colorless','3');"
base4-5,Colorless,2,"insert into retreat_cost (card_id,color_id,count) values('base4-5','Colorless','2');"
base4-6,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base4-6','Colorless','1');"
base4-7,Colorless,3,"insert into retreat_cost (card_id,color_id,count) values('base4-7','Colorless','3');"
base4-8,Colorless,2,"insert into retreat_cost (card_id,color_id,count) values('base4-8','Colorless','2');"
base4-9,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base4-9','Colorless','1');"
base4-10,Colorless,3,"insert into retreat_cost (card_id,color_id,count) values('base4-10','Colorless','3');"
base4-11,Colorless,3,"insert into retreat_cost (card_id,color_id,count) values('base4-11','Colorless','3');"
base4-12,Colorless,3,"insert into retreat_cost (card_id,color_id,count) values('base4-12','Colorless','3');"
base4-13,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base4-13','Colorless','1');"
base4-15,Colorless,3,"insert into retreat_cost (card_id,color_id,count) values('base4-15','Colorless','3');"
base4-16,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base4-16','Colorless','1');"
base4-18,Colorless,2,"insert into retreat_cost (card_id,color_id,count) values('base4-18','Colorless','2');"
base4-19,Colorless,2,"insert into retreat_cost (card_id,color_id,count) values('base4-19','Colorless','2');"
base4-20,Colorless,3,"insert into retreat_cost (card_id,color_id,count) values('base4-20','Colorless','3');"
base4-22,Colorless,2,"insert into retreat_cost (card_id,color_id,count) values('base4-22','Colorless','2');"
base4-23,Colorless,2,"insert into retreat_cost (card_id,color_id,count) values('base4-23','Colorless','2');"
base4-24,Colorless,2,"insert into retreat_cost (card_id,color_id,count) values('base4-24','Colorless','2');"
base4-25,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base4-25','Colorless','1');"
base4-26,Colorless,3,"insert into retreat_cost (card_id,color_id,count) values('base4-26','Colorless','3');"
base4-27,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base4-27','Colorless','1');"
base4-28,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base4-28','Colorless','1');"
base4-29,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base4-29','Colorless','1');"
base4-30,Colorless,4,"insert into retreat_cost (card_id,color_id,count) values('base4-30','Colorless','4');"
base4-32,Colorless,2,"insert into retreat_cost (card_id,color_id,count) values('base4-32','Colorless','2');"
base4-33,Colorless,3,"insert into retreat_cost (card_id,color_id,count) values('base4-33','Colorless','3');"
base4-35,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base4-35','Colorless','1');"
base4-36,Colorless,3,"insert into retreat_cost (card_id,color_id,count) values('base4-36','Colorless','3');"
base4-38,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base4-38','Colorless','1');"
base4-39,Colorless,3,"insert into retreat_cost (card_id,color_id,count) values('base4-39','Colorless','3');"
base4-40,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base4-40','Colorless','1');"
base4-42,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base4-42','Colorless','1');"
base4-43,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base4-43','Colorless','1');"
base4-44,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base4-44','Colorless','1');"
base4-45,Colorless,2,"insert into retreat_cost (card_id,color_id,count) values('base4-45','Colorless','2');"
base4-46,Colorless,3,"insert into retreat_cost (card_id,color_id,count) values('base4-46','Colorless','3');"
base4-47,Colorless,2,"insert into retreat_cost (card_id,color_id,count) values('base4-47','Colorless','2');"
base4-48,Colorless,3,"insert into retreat_cost (card_id,color_id,count) values('base4-48','Colorless','3');"
base4-49,Colorless,3,"insert into retreat_cost (card_id,color_id,count) values('base4-49','Colorless','3');"
base4-50,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base4-50','Colorless','1');"
base4-51,Colorless,2,"insert into retreat_cost (card_id,color_id,count) values('base4-51','Colorless','2');"
base4-52,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base4-52','Colorless','1');"
base4-53,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base4-53','Colorless','1');"
base4-54,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base4-54','Colorless','1');"
base4-55,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base4-55','Colorless','1');"
base4-57,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base4-57','Colorless','1');"
base4-58,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base4-58','Colorless','1');"
base4-59,Colorless,3,"insert into retreat_cost (card_id,color_id,count) values('base4-59','Colorless','3');"
base4-60,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base4-60','Colorless','1');"
base4-61,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base4-61','Colorless','1');"
base4-62,Colorless,2,"insert into retreat_cost (card_id,color_id,count) values('base4-62','Colorless','2');"
base4-63,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base4-63','Colorless','1');"
base4-64,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base4-64','Colorless','1');"
base4-66,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base4-66','Colorless','1');"
base4-67,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base4-67','Colorless','1');"
base4-68,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base4-68','Colorless','1');"
base4-69,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base4-69','Colorless','1');"
base4-70,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base4-70','Colorless','1');"
base4-73,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base4-73','Colorless','1');"
base4-74,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base4-74','Colorless','1');"
base4-77,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base4-77','Colorless','1');"
base4-78,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base4-78','Colorless','1');"
base4-79,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base4-79','Colorless','1');"
base4-80,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base4-80','Colorless','1');"
base4-81,Colorless,2,"insert into retreat_cost (card_id,color_id,count) values('base4-81','Colorless','2');"
base4-82,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base4-82','Colorless','1');"
base4-83,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base4-83','Colorless','1');"
base4-84,Colorless,3,"insert into retreat_cost (card_id,color_id,count) values('base4-84','Colorless','3');"
base4-85,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base4-85','Colorless','1');"
base4-86,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base4-86','Colorless','1');"
base4-87,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base4-87','Colorless','1');"
base4-88,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base4-88','Colorless','1');"
base4-90,Colorless,3,"insert into retreat_cost (card_id,color_id,count) values('base4-90','Colorless','3');"
base4-91,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base4-91','Colorless','1');"
base4-93,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base4-93','Colorless','1');"
base4-94,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base4-94','Colorless','1');"
base4-95,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base4-95','Colorless','1');"
base4-96,Colorless,2,"insert into retreat_cost (card_id,color_id,count) values('base4-96','Colorless','2');"
base4-97,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base4-97','Colorless','1');"
base4-98,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base4-98','Colorless','1');"
base4-99,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base4-99','Colorless','1');"
base4-100,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base4-100','Colorless','1');"
base5-1,Colorless,3,"insert into retreat_cost (card_id,color_id,count) values('base5-1','Colorless','3');"
base5-2,Colorless,2,"insert into retreat_cost (card_id,color_id,count) values('base5-2','Colorless','2');"
base5-3,Colorless,2,"insert into retreat_cost (card_id,color_id,count) values('base5-3','Colorless','2');"
base5-4,Colorless,3,"insert into retreat_cost (card_id,color_id,count) values('base5-4','Colorless','3');"
base5-5,Colorless,2,"insert into retreat_cost (card_id,color_id,count) values('base5-5','Colorless','2');"
base5-6,Colorless,2,"insert into retreat_cost (card_id,color_id,count) values('base5-6','Colorless','2');"
base5-8,Colorless,2,"insert into retreat_cost (card_id,color_id,count) values('base5-8','Colorless','2');"
base5-9,Colorless,2,"insert into retreat_cost (card_id,color_id,count) values('base5-9','Colorless','2');"
base5-10,Colorless,3,"insert into retreat_cost (card_id,color_id,count) values('base5-10','Colorless','3');"
base5-11,Colorless,2,"insert into retreat_cost (card_id,color_id,count) values('base5-11','Colorless','2');"
base5-12,Colorless,2,"insert into retreat_cost (card_id,color_id,count) values('base5-12','Colorless','2');"
base5-13,Colorless,2,"insert into retreat_cost (card_id,color_id,count) values('base5-13','Colorless','2');"
base5-14,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base5-14','Colorless','1');"
base5-18,Colorless,3,"insert into retreat_cost (card_id,color_id,count) values('base5-18','Colorless','3');"
base5-19,Colorless,2,"insert into retreat_cost (card_id,color_id,count) values('base5-19','Colorless','2');"
base5-20,Colorless,2,"insert into retreat_cost (card_id,color_id,count) values('base5-20','Colorless','2');"
base5-21,Colorless,3,"insert into retreat_cost (card_id,color_id,count) values('base5-21','Colorless','3');"
base5-22,Colorless,2,"insert into retreat_cost (card_id,color_id,count) values('base5-22','Colorless','2');"
base5-23,Colorless,2,"insert into retreat_cost (card_id,color_id,count) values('base5-23','Colorless','2');"
base5-25,Colorless,2,"insert into retreat_cost (card_id,color_id,count) values('base5-25','Colorless','2');"
base5-26,Colorless,2,"insert into retreat_cost (card_id,color_id,count) values('base5-26','Colorless','2');"
base5-27,Colorless,3,"insert into retreat_cost (card_id,color_id,count) values('base5-27','Colorless','3');"
base5-28,Colorless,2,"insert into retreat_cost (card_id,color_id,count) values('base5-28','Colorless','2');"
base5-29,Colorless,2,"insert into retreat_cost (card_id,color_id,count) values('base5-29','Colorless','2');"
base5-30,Colorless,2,"insert into retreat_cost (card_id,color_id,count) values('base5-30','Colorless','2');"
base5-31,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base5-31','Colorless','1');"
base5-32,Colorless,2,"insert into retreat_cost (card_id,color_id,count) values('base5-32','Colorless','2');"
base5-33,Colorless,2,"insert into retreat_cost (card_id,color_id,count) values('base5-33','Colorless','2');"
base5-34,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base5-34','Colorless','1');"
base5-35,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base5-35','Colorless','1');"
base5-36,Colorless,2,"insert into retreat_cost (card_id,color_id,count) values('base5-36','Colorless','2');"
base5-37,Colorless,2,"insert into retreat_cost (card_id,color_id,count) values('base5-37','Colorless','2');"
base5-38,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base5-38','Colorless','1');"
base5-39,Colorless,2,"insert into retreat_cost (card_id,color_id,count) values('base5-39','Colorless','2');"
base5-40,Colorless,2,"insert into retreat_cost (card_id,color_id,count) values('base5-40','Colorless','2');"
base5-41,Colorless,2,"insert into retreat_cost (card_id,color_id,count) values('base5-41','Colorless','2');"
base5-43,Colorless,1,"insert into retreat_cost (card_id,color_id,count) values('base5-43','Colorless','1');"
